"","X","tweet","city","movie","day","Sentiment_Score"
"1434",1434,"'Mother's Day': Jason Sudeikis and Jennifer Aniston https://t.co/xUFKamQh21 #NOLA #movie #doc","New Orleans","Mother<U+0092>s Day","05.03.2016",0.898382172165462
"1435",1435,"'Mother's Day': Kate Hudson and Sarah Chalke https://t.co/sA57LMpSdz #NOLA #movie #doc","New Orleans","Mother<U+0092>s Day","05.03.2016",0.932114734112867
"1436",1436,"'Mother's Day': Kate Hudson and Aasif Mandvi https://t.co/lMG8hN7Rr7 #NOLA #movie #doc","New Orleans","Mother<U+0092>s Day","05.03.2016",0.699086271683259
"1437",1437,"'Mother's Day': Sarah Chalke, Kate Hudson and Margo Martindale https://t.co/kcLsNkO8zg #NOLA #movie #doc","New Orleans","Mother<U+0092>s Day","05.03.2016",0.919842165663105
"1438",1438,"'Mother's Day': Britt Robertson and Jack Whitehall https://t.co/ZokRHC6Zp8 #NOLA #movie #doc","New Orleans","Mother<U+0092>s Day","05.03.2016",0.952251820387636
"1439",1439,"RT @NOLAnews: 'Mother's Day' movie review: Mom deserves better https://t.co/4i8kmZ4CBh","New Orleans","Mother<U+0092>s Day","05.03.2016",0.21605860994239
"1440",1440,"'Mother's Day' movie review: Mom deserves better https://t.co/4i8kmZ4CBh","New Orleans","Mother<U+0092>s Day","05.03.2016",0.470800681787099
"1441",1441,"'Mother's Day' movie review: Mom deserves better: Julia Roberts, Kate Hudson, Jennifer Anis... https://t.co/DVnFxGFxSx #nola #neworleans","New Orleans","Mother<U+0092>s Day","05.03.2016",0.273134241257492
"1442",1442,"Want to see Garry Marshall's 'Mother's Day' for free? Here's how https://t.co/Z2k2XiROna #NOLA #movie #doc","New Orleans","Mother<U+0092>s Day","05.03.2016",0.801291630353725
"1443",1443,"HEADS UP, Y'ALL! We have passes to a special screening of Mother's Day Movie, tomorrow night (Tuesday, April 26)... https://t.co/tsohSKuvSv","New Orleans","Mother<U+0092>s Day","05.03.2016",0.841804324577957
"1444",1444,"Julia Roberts and Garry Marshall continue their one-movie-per-decade streak with 'Mother's Day' https://t.co/ixJ8Bvt1yt #music #news","New Orleans","Mother<U+0092>s Day","05.03.2016",0.421568674741464
"1445",1445,"Julia Roberts and Garry Marshall continue their one-movie-per-decade streak with 'Mother's Day' https://t.co/1eVRwiV6wn #music #news","New Orleans","Mother<U+0092>s Day","05.03.2016",0.717650651672301
"1446",1446,"RT @enews: Julia Roberts planted a Pretty Woman joke in her movie Mother's Day, because of course: https://t.co/UpVvZ3lj64 https://t.co/5zk<U+0085>","los Angeles","Mother<U+0092>s Day","05.03.2016",0.122164276841757
"1447",1447,"Movie Review: 'Mother's Day' is the perfect gift for moms everywhere [by Jason Rzucidlo] https://t.co/9HC5tceG78","los Angeles","Mother<U+0092>s Day","05.03.2016",0.984925240605146
"1448",1448,"Flirt With History In This 'A Royal Night Out' Making-Of Clip (Exclusive): Mother's Day is right around the c... https://t.co/A3SUYAlWMz","los Angeles","Mother<U+0092>s Day","05.03.2016",0.912788187798591
"1449",1449,"RT @movieweb: Julia Roberts Earned $3M for Just 4 Days Work in <U+0091>Mother's Day<U+0092> https://t.co/btHTouTSmI https://t.co/ZT1to62fEo","los Angeles","Mother<U+0092>s Day","05.03.2016",0.223442285053419
"1450",1450,"RT @NatChrisRod: Upcoming films:
<U+0095>Mother's Day #Apricots starring @JOSEPHINE_Music @miaelbayar 
<U+0095>Father's Day @codered_movie starring @samm<U+0085>","los Angeles","Mother<U+0092>s Day","05.03.2016",0.921130564262065
"1451",1451,"6 Alternative Movies To Watch This Mother's Day https://t.co/5KI926K00x #MovieNews","los Angeles","Mother<U+0092>s Day","05.03.2016",0.837861114269661
"1452",1452,"Upcoming films:
<U+0095>Mother's Day #Apricots starring @JOSEPHINE_Music @miaelbayar 
<U+0095>Father's Day @codered_movie starring @sammkamp @miaelbayar","los Angeles","Mother<U+0092>s Day","05.03.2016",0.976661710574797
"1453",1453,"Julia Roberts Earned $3M for Just 4 Days Work in <U+0091>Mother's Day<U+0092> https://t.co/60qOr2sM7n https://t.co/UaDXHRReQK","los Angeles","Mother<U+0092>s Day","05.03.2016",0.692692334767529
"1454",1454,"Julia Roberts Earned $3M for Just 4 Days Work in <U+0091>Mother's Day<U+0092> https://t.co/btHTouTSmI https://t.co/ZT1to62fEo","los Angeles","Mother<U+0092>s Day","05.03.2016",0.467657362191617
"1455",1455,"A Mother's Day movie for you https://t.co/lA3YO7a4Ht","los Angeles","Mother<U+0092>s Day","05.03.2016",0.693922661009938
"1456",1456,"Mother's Day: An Inside Look https://t.co/uZoSwsRZ7A #Movies #MothersDay #BehindtheScenes https://t.co/iiOIMPu7cV","los Angeles","Mother<U+0092>s Day","05.03.2016",0.800893093446838
"1457",1457,"Mother's Day: How Does My Leg Look? https://t.co/OtELh7dtQl #Movies #MothersDay #VideoClip https://t.co/EaVNddfx7y","los Angeles","Mother<U+0092>s Day","05.03.2016",0.680281610229176
"1458",1458,"Exclusive: <U+0091>Mother<U+0092>s Day<U+0092> Director Garry Marshall, on Celebrating Moms -- and Which Star Choked... https://t.co/If00P3e2eL","los Angeles","Mother<U+0092>s Day","05.03.2016",0.128842526878308
"1459",1459,"Exclusive: <U+0091>Mother<U+0092>s Day<U+0092> Director Garry Marshall, on Celebrating Moms -- and Which Star Choked... https://t.co/mUJ8mUbjAH","los Angeles","Mother<U+0092>s Day","05.03.2016",0.0360173297598971
"1460",1460,"Mother's Day: Paris https://t.co/IxXHnu8zNK #Movies #MothersDay #VideoClip #BrittRobertson https://t.co/VIeNRr7cMW","los Angeles","Mother<U+0092>s Day","05.03.2016",0.63884725064697
"1461",1461,"Mother<U+0092>s Day <U+0096> #Movie #Review https://t.co/NKklNdnJWn #comedy #drama #filmreviews #moviecriticreview #moviereview","los Angeles","Mother<U+0092>s Day","05.03.2016",0.595929624797896
"1462",1462,"Jennifer Aniston News 2016: 'Mother's Day' Movie A Major Box Office Bomb [VIDEO] https://t.co/7EQuqT3DCL","los Angeles","Mother<U+0092>s Day","05.03.2016",0.760649504377124
"1463",1463,"Julia Roberts planted a Pretty Woman joke in her movie Mother's Day, because of course: https://t.co/UpVvZ3lj64 https://t.co/5zk5rFGruc","los Angeles","Mother<U+0092>s Day","05.03.2016",0.294782500278185
"1464",1464,"I'd watch the film Mother's Day with my mom #GlamCrowd #sponsored https://t.co/3d8KwCRPqO","los Angeles","Mother<U+0092>s Day","05.03.2016",0.953583195473326
"1465",1465,"Mother's Day movie was so cute<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>","los Angeles","Mother<U+0092>s Day","05.03.2016",0.964918279507705
"1466",1466,"Mother's Day is a pretty bad movie but, at the same time, I've seen way way worse.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.0109925810409457
"1467",1467,"RT @ERCboxoffice: Open Road's MOTHER'S DAY missed the mark, debuting with just $8.3M--now can we please get NAT'L DONUT DAY: THE MOVIE roll<U+0085>","los Angeles","Mother<U+0092>s Day","05.03.2016",0.224735172627025
"1468",1468,"Last night I saw A) the perfect Mother's Day movie and B) an AMAZING werewolf movie. Same film! #WolfChildren https://t.co/oaLgIehSOZ","los Angeles","Mother<U+0092>s Day","05.03.2016",0.990463766482909
"1469",1469,"Open Road's MOTHER'S DAY missed the mark, debuting with just $8.3M--now can we please get NAT'L DONUT DAY: THE MOVIE rolling?","los Angeles","Mother<U+0092>s Day","05.03.2016",0.259022018115839
"1470",1470,"RT @ComplexPop: While 'Keanu' beat 'Mother's Day' on Friday, 'The Jungle Book' remains the number one movie at the box office. https://t.co<U+0085>","los Angeles","Mother<U+0092>s Day","05.03.2016",0.881861811189152
"1471",1471,"While 'Keanu' beat 'Mother's Day' on Friday, 'The Jungle Book' remains the number one movie at the box office. https://t.co/8g4s2TUZ9y","los Angeles","Mother<U+0092>s Day","05.03.2016",0.933650159296602
"1472",1472,"RT @GiannaSimone1: I added a video to a @YouTube playlist https://t.co/QJInp9gfuv Mother's Day Movie in Theaters TODAY - Love, Gianna","los Angeles","Mother<U+0092>s Day","05.03.2016",0.978134598426737
"1473",1473,"I'd watch the film Mother's Day with family #GlamCrowd #sponsored https://t.co/16LLyQKdgw","los Angeles","Mother<U+0092>s Day","05.03.2016",0.883276601751268
"1474",1474,"I want to see Mother's day because it's always a fun day! #GlamCrowd #sponsored https://t.co/owPtpOWQ5O","los Angeles","Mother<U+0092>s Day","05.03.2016",0.89252775989489
"1475",1475,"I found the lone reviewer who didn't hate Mother's Day! https://t.co/zE76xps1tc","los Angeles","Mother<U+0092>s Day","05.03.2016",0.628235926693215
"1476",1476,"RT @GiannaSimone1: Mother's Day Movie in Theaters TODAY: https://t.co/QJInp9gfuv via @YouTube","los Angeles","Mother<U+0092>s Day","05.03.2016",0.964689551925427
"1477",1477,"This shady review for 'Mother's Day': https://t.co/hyV5ZypO1F #readitandweep","los Angeles","Mother<U+0092>s Day","05.03.2016",0.572274692380971
"1478",1478,"Talking about the movie #thefirstmondayinmay &amp; MOTHER'S DAY SALE - 15% off w code MDAY16  https://t.co/0bypOT2aDt https://t.co/K0qt2EwWFP","los Angeles","Mother<U+0092>s Day","05.03.2016",0.468795223104688
"1479",1479,"RT @meetcalebbrown: See you at the Galaxy Theater today! Hope you enjoy our favorite Mother's Day movie! <U+2764><U+FE0F> @SeeMothersDay @CESDTalent http<U+0085>","los Angeles","Mother<U+0092>s Day","05.03.2016",0.914095542959013
"1480",1480,"RT @THR: THR's #MothersDay review: ""A movie not even a mother could love"" https://t.co/YJaIIEkXEo https://t.co/OFqsYZdpu3","los Angeles","Mother<U+0092>s Day","05.03.2016",0.062107142002002
"1481",1481,"randomly ended up seeing that movie Mother's Day tonight n didn't shed not one tear.. #proudmoment","los Angeles","Mother<U+0092>s Day","05.03.2016",0.00320945790037527
"1482",1482,"Julia Roberts' hair in the movie Mother's Day is the only reason I won't go see it.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.225974585262492
"1483",1483,"I want to see Mother's day because my friends will want to go. #GlamCrowd #sponsored https://t.co/lycoHYvsis","los Angeles","Mother<U+0092>s Day","05.03.2016",0.98336994485667
"1484",1484,"RT @schmvngpctrs: I'm so excited for the MOTHER'S DAY Cinematic Universe to begin. I need my cartwheeling wedding kids movie ASAP.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.511626066038425
"1485",1485,"I'm so excited for the MOTHER'S DAY Cinematic Universe to begin. I need my cartwheeling wedding kids movie ASAP.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.58416806339712
"1486",1486,"[VIDEO] <U+0091>Mother<U+0092>s Day<U+0092> Review: Julia Roberts, Jennifer Aniston In Dated Movie https://t.co/abJFQ16hCW via @Deadline #Movies #Comedy","los Angeles","Mother<U+0092>s Day","05.03.2016",0.104301304433028
"1487",1487,"CWEB -See Exclusive Photos and Movie Review For "" Mother<U+0092>s Day "" 
Win a Free Movie or a Concert Ticket When 
https://t.co/SCr1OZHcmc","los Angeles","Mother<U+0092>s Day","05.03.2016",0.829887790371452
"1488",1488,"Not sure if this is part of their viral marketing campaign, but my white mother from CT is quote ""very jazzed about that Mother's Day movie""","los Angeles","Mother<U+0092>s Day","05.03.2016",0.197648937297427
"1489",1489,"I added a video to a @YouTube playlist https://t.co/QJInp9gfuv Mother's Day Movie in Theaters TODAY - Love, Gianna","los Angeles","Mother<U+0092>s Day","05.03.2016",0.991342176682169
"1490",1490,"RT @GaryJanetti: Mother's Day is the first movie ever to simultaneously debut in cinemas and on airplanes.// No No! Drive-in's drive-in's.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.714640541131105
"1491",1491,"RT @LAWeekly: ""Most of the laughs are unintentional"" says everything you need to know about the movie Mother's Day https://t.co/YBa9UswPvl","los Angeles","Mother<U+0092>s Day","05.03.2016",0.684332937571361
"1492",1492,"Mother's Day Movie in Theaters TODAY: https://t.co/QJInp9gfuv via @YouTube","los Angeles","Mother<U+0092>s Day","05.03.2016",0.986519068031583
"1493",1493,"<U+0093>Hey, we<U+0092>re making a movie called Mother<U+0092>s Day. Maybe this could be one of the ones we let a woman direct?<U+0094> <U+0093>Eh, I<U+0092>d still prefer not.<U+0094>","los Angeles","Mother<U+0092>s Day","05.03.2016",0.00706629825321166
"1494",1494,"""Most of the laughs are unintentional"" says everything you need to know about the movie Mother's Day https://t.co/YBa9UswPvl","los Angeles","Mother<U+0092>s Day","05.03.2016",0.79281252309875
"1495",1495,"REVIEW: 'Mother's Day' Serves Up a S**tload of Schmaltz and Saccharine https://t.co/PYuzv8hvwp","los Angeles","Mother<U+0092>s Day","05.03.2016",0.870310179918714
"1496",1496,"REVIEW: #Mother'sDay Serves Up a S**tload of Schmaltz and Saccharine https://t.co/NJ2oXi234V","los Angeles","Mother<U+0092>s Day","05.03.2016",0.543702469530273
"1497",1497,"Are emergency rooms extra busy on Mother's Day? #MothersDay, the movie, would lead you to believe it is.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.772479416036903
"1498",1498,"THR's #MothersDay review: ""A movie not even a mother could love"" https://t.co/YJaIIEkXEo https://t.co/OFqsYZdpu3","los Angeles","Mother<U+0092>s Day","05.03.2016",0.0331022716010445
"1499",1499,"RT @PerezHilton: OUCH! RT The reviews for #JenniferAniston &amp; #KateHudson's Mother's Day are NOT looking good! https://t.co/LKq1ctlPFP https<U+0085>","los Angeles","Mother<U+0092>s Day","05.03.2016",0.129851162003075
"1500",1500,"ICYMI, my review of MOTHER'S DAY in @chicagotribune. Please take your mom to the THE MEDDLER instead. https://t.co/o268oAR8M5","los Angeles","Mother<U+0092>s Day","05.03.2016",0.0628595891658768
"1501",1501,"MOTHER<U+0092>S DAY immediately takes its places as contender for the worst movie of the year <U+0096> SKIP IT! #MothersDayMovie","los Angeles","Mother<U+0092>s Day","05.03.2016",0.0128441189016874
"1502",1502,"RelishMIX MOVIE INSIGHTS: Key and Peele<U+0092>s <U+0091>Keanu<U+0092> Meows Louder Than <U+0091>Mother<U+0092>s Day<U+0092> https://t.co/MYwpkknmHI","los Angeles","Mother<U+0092>s Day","05.03.2016",0.617949862464657
"1503",1503,"EXCLUSIVE CLIP: 'Mother's Day' https://t.co/gcjKHmKhdn","los Angeles","Mother<U+0092>s Day","05.03.2016",0.762070208378521
"1504",1504,"See you at the Galaxy Theater today! Hope you enjoy our favorite Mother's Day movie! <U+2764><U+FE0F> @SeeMothersDay @CESDTalent https://t.co/jRtzijknLF","los Angeles","Mother<U+0092>s Day","05.03.2016",0.967087760293369
"1505",1505,"Mother's Day Reviews: A Movie Only a Mother Could Love?: Mother<U+0092>s Day Reviews: Is Jennifer Aniston, Julia Rob... https://t.co/U08H05TMrb","los Angeles","Mother<U+0092>s Day","05.03.2016",0.375370769132161
"1506",1506,"RT @MikeBagack: Things to do on mothers day. Not see the movie Mother's Day.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.469587072657481
"1507",1507,"Things to do on mothers day. Not see the movie Mother's Day.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.573707387803254
"1508",1508,"RT @JimmytotheO: Review: Mother's Day https://t.co/KmUhwWrhCw","los Angeles","Mother<U+0092>s Day","05.03.2016",0.850689880307973
"1509",1509,"Mother's Day Movie: @CaterinaJewelry The Perfect Gift #SeeMothersDay https://t.co/NF1wKtig4u","los Angeles","Mother<U+0092>s Day","05.03.2016",0.99528154330171
"1510",1510,"Review: Mother's Day https://t.co/KmUhwWrhCw","los Angeles","Mother<U+0092>s Day","05.03.2016",0.934970811067339
"1511",1511,"OUCH! RT The reviews for #JenniferAniston &amp; #KateHudson's Mother's Day are NOT looking good! https://t.co/LKq1ctlPFP https://t.co/PrBYpfJRfI","los Angeles","Mother<U+0092>s Day","05.03.2016",0.185905129507705
"1512",1512,"Jennifer Aniston, Kate Hudson, &amp; Julia Roberts' Wig Can't Save Mother's Day From TERRIBLE Press <U+0097> Read The Sc... https://t.co/OshsoLalct","los Angeles","Mother<U+0092>s Day","05.03.2016",0.196348158245282
"1513",1513,"Jennifer Aniston, Kate Hudson, &amp; Julia Roberts' Wig Can't Save Mother's Day From TERRIBLE Press <U+0097> Read The Sc... https://t.co/Mlr3EcwzCp","los Angeles","Mother<U+0092>s Day","05.03.2016",0.150094521063014
"1514",1514,"Mother's Day movie mixes comedy, drama and a hint of racism: review | Toronto Star https://t.co/ZT0dSnnItb","los Angeles","Mother<U+0092>s Day","05.03.2016",0.874765276673002
"1515",1515,"Workout Anytime Finds Star Power in Jennifer Aniston Movie 'Mother's Day' https://t.co/wV19oypTO5","los Angeles","Mother<U+0092>s Day","05.03.2016",0.900854897664414
"1516",1516,"Take Your Favorite Mom to See Mother's Day Movie! https://t.co/n8OgyGvX2w via @mryjhnsn","los Angeles","Mother<U+0092>s Day","05.03.2016",0.921370603862831
"1517",1517,"RT @schmvngpctrs: MOTHER'S DAY might be the actual worst movie ever made.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.00451154304534519
"1518",1518,"RT @barkerrant: My review of ""Mother's Day,"" easily the most horrifying motherhood movie since ""Alien.""  https://t.co/UNPktrbwaK","los Angeles","Mother<U+0092>s Day","05.03.2016",0.469979440695262
"1519",1519,"MOTHER'S DAY might be the actual worst movie ever made.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.0042810088215176
"1520",1520,"Mother's Day Movie CLIP - The Strangest Thing Has Happened (2016) - Jennifer Aniston - Video Dailymotion https://t.co/L0n8alqbYF","los Angeles","Mother<U+0092>s Day","05.03.2016",0.201618313086571
"1521",1521,"Mother's Day Movie CLIP - I Brought a Box of Donuts (2016) - Timothy Olyphant - Video Dailymotion https://t.co/fvybFyYpfI","los Angeles","Mother<U+0092>s Day","05.03.2016",0.670539687682767
"1522",1522,"Mother's Day Movie CLIP - I Brought a Box of Donuts (2016) - Timothy Olyphant da @Davidedetlef - https://t.co/IlRLwiLzfF via @Dailymotion_IT","los Angeles","Mother<U+0092>s Day","05.03.2016",0.959144200133033
"1523",1523,"Mother's Day CLIP  The Strangest Thing Has Happened (2016) Jennifer Aniston da @Davidedetlef - https://t.co/XESaQrkXk4 via @Dailymotion_IT","los Angeles","Mother<U+0092>s Day","05.03.2016",0.52157492031795
"1524",1524,"I, for one, refuse to see a movie called Mother's Day that's not a campy slasher flick.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.178068086276181
"1525",1525,"Harsh, but fair: ""Mother's Day doesn't feel like a movie so much as it does a cinematic adaptation of Walmart."" https://t.co/4KJbOZ805Q","los Angeles","Mother<U+0092>s Day","05.03.2016",0.330847588898107
"1526",1526,"Mother's Day was such a cute movie <ed><U+00A0><U+00BD><ed><U+00B2><U+0098>","los Angeles","Mother<U+0092>s Day","05.03.2016",0.991082532817554
"1527",1527,"im shocked. Jennifer Aniston is in another horrible movie 'Mother's Day': Film Review https://t.co/X5gdifm6Bn via @thr","los Angeles","Mother<U+0092>s Day","05.03.2016",0.10902047934475
"1528",1528,"Disappointed to see the awful reviews for Mother's Day. Looked promising. Garry Marshall hasn't made a good movie since Pretty Woman.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.0544093789673423
"1529",1529,"Mother's Day the movie opens tomorrow!  Here's a shot with the best pretend daughter a gal could<U+0085> https://t.co/i9GtLjw0P4","los Angeles","Mother<U+0092>s Day","05.03.2016",0.96686036045556
"1530",1530,"So excited that Mother's Day Movie opens TOMORROW! Starring #JenniferAniston, #JuliaRoberts &amp; our very own CALEB... https://t.co/vBBohylU56","los Angeles","Mother<U+0092>s Day","05.03.2016",0.878883187356647
"1531",1531,"@starzontherize Review: No need to remember 'Mother's Day': Garry Marshall now 0-for-3 in mak... https://t.co/uKPiSw0VD2 #STARZONTHERIZE","los Angeles","Mother<U+0092>s Day","05.03.2016",0.810892235182222
"1532",1532,"Don't know what to do for Mother's Day? Bring mom to CGV for the perfect movie date! https://t.co/cHdpB9iwPZ","los Angeles","Mother<U+0092>s Day","05.03.2016",0.948135572946887
"1533",1533,"RT @latimesent: Julia Roberts &amp; Garry Marshall continue their one-movie-per-decade streak w/ 'Mother's Day' https://t.co/r1t9VeTe7D https:/<U+0085>","los Angeles","Mother<U+0092>s Day","05.03.2016",0.674777235793126
"1534",1534,"Julia Roberts &amp; Garry Marshall continue their one-movie-per-decade streak w/ 'Mother's Day' https://t.co/r1t9VeTe7D https://t.co/CvrrDgTgIZ","los Angeles","Mother<U+0092>s Day","05.03.2016",0.71880396148395
"1535",1535,"Singer and Actress @thelucywalsh talks about @SeeMothersDay and song ""Winter Coat."" https://t.co/H1DVWkcGv2 via @aolon","los Angeles","Mother<U+0092>s Day","05.03.2016",0.824934217997384
"1536",1536,"Mother's Day gets the mother of all critical maulings https://t.co/gjoC1gMonA","los Angeles","Mother<U+0092>s Day","05.03.2016",0.705315077140009
"1537",1537,"Don't forget to ""Mother's Day Me"" at the Mother's Day official movie website! I can't WAIT for Friday! https://t.co/DpGrAw5ZRu","los Angeles","Mother<U+0092>s Day","05.03.2016",0.997237748953808
"1538",1538,"Wait Mother's Day isn't a slasher movie?","los Angeles","Mother<U+0092>s Day","05.03.2016",0.479417677929766
"1539",1539,"Oof: Mother's Day gets the mother of all critical maulings https://t.co/Jsdzqu1sF4","los Angeles","Mother<U+0092>s Day","05.03.2016",0.801228397438661
"1540",1540,"Exclusive: <U+0091>Mother<U+0092>s Day<U+0092> Director Garry Marshall, on Celebrating Moms -- and Which Star Choked Up Over <U+0091>Pretty<U+0085> https://t.co/PF808JfI5Q","los Angeles","Mother<U+0092>s Day","05.03.2016",0.265701496230572
"1541",1541,"""...""Mother's Day"" doesn't feel like a movie so much as it does a cinematic adaptation of Walmart."" @davidehrlich <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008C> https://t.co/Zzq9LPkr8o","los Angeles","Mother<U+0092>s Day","05.03.2016",0.613224481216512
"1542",1542,"Exclusive: <U+0091>Mother<U+0092>s Day<U+0092> Director Garry Marshall, on Celebrating Moms -- and Which Star Choked Up Over <U+0091>Pret... https://t.co/krMwdpY9Dy","los Angeles","Mother<U+0092>s Day","05.03.2016",0.247457342398424
"1543",1543,"Best Mother's Day review line from @barkerrant:
Finally, a movie that makes <U+0093>Crash<U+0094> look like <U+0093>Do the Right Thing.<U+0094>
https://t.co/ljjy7vYbid","los Angeles","Mother<U+0092>s Day","05.03.2016",0.960224370075583
"1544",1544,"@katiemcvay @davidehrlich ""Mother's Day"" doesn't feel like a movie so much as it does a cinematic adaptation of Walmart."" &lt;3 &lt;3 &lt;3","los Angeles","Mother<U+0092>s Day","05.03.2016",0.455952436120015
"1545",1545,"For the full @Cinesnark review of Mother's Day: https://t.co/b2mxDXHdyp","los Angeles","Mother<U+0092>s Day","05.03.2016",0.559874811386607
"1546",1546,"RT @socalfieldtrips: Mother's Day Movie Premier https://t.co/7BeVi5Ia0v via @monicazyoung","los Angeles","Mother<U+0092>s Day","05.03.2016",0.676285023149491
"1547",1547,"My review of ""Mother's Day,"" easily the most horrifying motherhood movie since ""Alien.""  https://t.co/UNPktrbwaK","los Angeles","Mother<U+0092>s Day","05.03.2016",0.627763095961651
"1548",1548,"The movie Mother's Day has 28 credited producers.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.377231831474149
"1549",1549,"Mother's Day Movie Premier https://t.co/7BeVi5Ia0v via @monicazyoung","los Angeles","Mother<U+0092>s Day","05.03.2016",0.693342819454138
"1550",1550,".@thelucywalsh Talks Her New Star Studded Movie @SeeMothersDay via @AOL. @MuchandHousePR #client https://t.co/5lMILnvLZg via @AOLOn","los Angeles","Mother<U+0092>s Day","05.03.2016",0.801280977459861
"1551",1551,"<U+0091>Mother<U+0092>s Day<U+0092>: A light-hearted celebration (IANS Movie Review, Rating: **) https://t.co/YJ2diYPdAI #bollywood","los Angeles","Mother<U+0092>s Day","05.03.2016",0.723212449189682
"1552",1552,"Monroe screenwriter co-authors star-studded 'Mother's Day' - Detroit Free Press: Detroit Free PressMonroe scr... https://t.co/8PdZgne2su","los Angeles","Mother<U+0092>s Day","05.03.2016",0.811521952692841
"1553",1553,"Mother's Day: Strangest Thing Has Happened https://t.co/vKa3YBmlwR #Movies #MothersDay https://t.co/6hzzme1dxM","los Angeles","Mother<U+0092>s Day","05.03.2016",0.773497515861196
"1554",1554,"Mother's Day: I Bought a Box of Donuts https://t.co/j6zeh7T6Dq #Movies #MothersDay #VideoClip https://t.co/UqPAZUkhs3","los Angeles","Mother<U+0092>s Day","05.03.2016",0.923490224247264
"1555",1555,"In honor of Mother's Day (the movie), a look at why I like Garry Marshall, but not because of his newer movies. - https://t.co/2Hc9tJNGNR","los Angeles","Mother<U+0092>s Day","05.03.2016",0.566518409215045
"1556",1556,"Mother's Day movie promo https://t.co/LTMtDXT7SK","los Angeles","Mother<U+0092>s Day","05.03.2016",0.77441630486661
"1557",1557,"RT @latimes: Julia Roberts and Garry Marshall continue a one-movie-per-decade streak with ""Mother's Day"" https://t.co/qs0PfJTD2f https://t.<U+0085>","los Angeles","Mother<U+0092>s Day","05.03.2016",0.527970299264505
"1558",1558,"Jennifer Aniston is our #wcw this week. She's got a new movie, Mother's Day out this week, but<U+0085> https://t.co/PLClMpKlqr","los Angeles","Mother<U+0092>s Day","05.03.2016",0.778339100563397
"1559",1559,"Definitely be taking my mom on a movie night to see Mother's Day. Looks amazing. #SeeMothersDay @TheBloggerBabes https://t.co/8m6aDq6ksm","los Angeles","Mother<U+0092>s Day","05.03.2016",0.998818332701496
"1560",1560,"Excited to watch the Mother's Day movie <ed><U+00A0><U+00BD><ed><U+00B2><U+0090>#mothersdaymovie<U+0085> https://t.co/JG9T4cvvJV","los Angeles","Mother<U+0092>s Day","05.03.2016",0.781527514993594
"1561",1561,"RT @OrganizedIsland: Mother's Day Movie Premier https://t.co/z1OPOfvcPV via @monicazyoung","los Angeles","Mother<U+0092>s Day","05.03.2016",0.60214001488767
"1562",1562,"Mother's Day Movie Premier https://t.co/z1OPOfvcPV via @monicazyoung","los Angeles","Mother<U+0092>s Day","05.03.2016",0.733600049416162
"1563",1563,"Workout Anytime Finds Star Power in Jennifer Aniston Movie 'Mother's Day' https://t.co/CnSJ1h7KdC","los Angeles","Mother<U+0092>s Day","05.03.2016",0.921136024722445
"1564",1564,"When I became a mom, I suddenly understood the true meaning of Mother<U+0092>s Day and finally a movie does https://t.co/uOH4EYLmsC","los Angeles","Mother<U+0092>s Day","05.03.2016",0.888557839035151
"1565",1565,"Here<U+0092>s What We Think Mother<U+0092>s Day Is About https://t.co/5J4uV6hsFs","los Angeles","Mother<U+0092>s Day","05.03.2016",0.867132848053791
"1566",1566,"RT @joymary: Here<U+0092>s The Movie You<U+0092>ll Want To See On Mother<U+0092>s Day https://t.co/u0ieo9JWL7 # via @alisonwillmore @buzzfeed","los Angeles","Mother<U+0092>s Day","05.03.2016",0.703516380644103
"1567",1567,"When you see billboards for the Mother's Day movie and it's so white-washed it looks like a joke.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.224402409322686
"1568",1568,"The Mother's Day movie looks like the cinema version of being flogged.","los Angeles","Mother<U+0092>s Day","05.03.2016",0.299196134623085
"1569",1569,"RT @WhittierVillage: It's almost Mother's Day. Come celebrate at the movies with:

Mother's Day Movie
Premiere showings Thursday April... h<U+0085>","los Angeles","Mother<U+0092>s Day","05.03.2016",0.714138133614383
"1570",1570,"It's almost Mother's Day. Come celebrate at the movies with:

Mother's Day Movie
Premiere showings Thursday April... https://t.co/QqupI1OYvQ","los Angeles","Mother<U+0092>s Day","05.03.2016",0.86950721216531
"1571",1571,"It's almost Mother's Day. Come celebrate at the movies with:

Mother's Day Movie
Premiere showings Thursday April... https://t.co/Hwa2lWx19H","los Angeles","Mother<U+0092>s Day","05.03.2016",0.858428327952815
