"","display_title","opening_date","publication_date","url","mpaa_rating","critics_pick","reviews"
"24","Nina","2016-04-22","2016-04-21","http://www.nytimes.com/2016/04/22/movies/nina-review-zoe-saldana-nina-simone.html","",0,"One night, Nina Simone, the great jazz singer, composer and pianist, now semiretired on the French Riviera, calls up her old friend Richard Pryor. It’s the 1990s, and both of them have seen better days. His first words to her are “Can you imagine?,” and while he’s referring to his own struggles with addiction and illness, his question haunts “Nina,” a sincere and spectacularly misbegotten new biopic.
While the movie may invite us to imagine its subject’s extraordinary life, it frustrates our ability to do so at every turn. The conversation with Pryor, who is played by Mike Epps, is a perfect example. A flashback establishes that they performed together back in the ’60s, but it’s gone before any historical or emotional significance has registered. In its wake there is a lingering flicker of curiosity. Nina Simone and Richard Pryor were friends. Wouldn’t that make an interesting movie?
There are so many interesting movies hovering in the air, none of them the one onscreen. “Nina,” written and directed by Cynthia Mort, has taken a long time to arrive in theaters. In the months leading up to its release, the film has been criticized for casting Zoe Saldana, who is also credited as an executive producer, in the title role. The real Nina Simone had much darker skin than Ms. Saldana, whose participation has sparked renewed discussion about persistent color bias in popular culture. The fact that her complexion, like her accent, seems to shift from one scene to the next is unlikely to help.
But the problems with “Nina” are more than skin deep. Ms. Saldana does her own singing, and while she has a fine voice, she lacks Ms. Simone’s lower register range and the uniquely Simonean tonal quality that was somehow both raw and silken, furious and sad. Still, the film, shot in cool, soft, vintagey colors by Mihai Malaimare Jr., works better as a lounge act than as a biography. The songs (including “Four Women,” “Wild Is the Wind,” “My Baby Just Cares for Me” and “See-Line Woman”) are still great. Even so, those interested in Simone’s art should listen to her records. Those curious about her life can check out “What Happened, Miss Simone?,” Liz Garbus’s recent, and excellent, documentary.
Many of the important facts in that movie appear as footnotes or flashbacks in this one. An early scene shows Simone as a teenage piano prodigy in North Carolina, insisting that her parents be seated in the segregated hall where she is performing. Later, in an interview on French radio, she recalls her Juilliard education and her rejection from the Curtis Institute in Philadelphia, which had no place for a young black woman interested in classical music. We catch a glimpse of her composing “To Be Young, Gifted and Black” in the company of its inspiration, the playwright Lorraine Hansberry. We learn that she had a daughter and was active in the civil rights movement.
But the threads that would connect these data points into something coherent — let alone revelatory, moving or provocative — are never supplied. Instead, we are treated to a bizarre, shambling drama about Simone’s relationship, in her last decade, with Clifton Henderson (David Oyelowo), who was her assistant and then her manager.
They meet in Los Angeles, where Simone has been placed in a psychiatric ward after pulling a gun on a record-company executive. Clifton, a nurse, treats her kindly and is aware of her fame, so she drops some cash on him (literally) and spirits him away to the South of France, where she leads a dissipated expat life. Existing on Champagne and cigarettes, she pouts and sleeps and swears at poor Clifton, refusing to eat the food he prepares her and occasionally throwing things at him.
In her early 60s, she still intermittently performs and records, but her erratic behavior, some of it the result of bipolar disorder, keeps her from the comeback she desires and deserves. To the extent that “Nina” has a plot, it involves Clifton’s efforts to help her and preserve his own patience and dignity.
But their interactions, too, feel like a weird cabaret act, or like outtakes from a sitcom about a crazy diva and her loyal servant. Ms. Mort’s writing lacks psychological texture, and her direction generates little intensity, or even continuity.
To say nothing of relevance. Ms. Garbus’s documentary implicitly linked Simone’s public career and private travails to the racial and sexual politics of the present. There are few musicians whose work feels so permanently urgent, whose contribution still demands to be grappled with and understood. It gives me no pleasure to say that “Nina” contributes nothing to that understanding.
“Nina” is not rated. Running time: 1 hour 30 minutes."
"25","Older Than Ireland","2016-04-29","2016-04-28","http://www.nytimes.com/2016/04/29/movies/older-than-ireland-review.html","",1,"“A terrible beauty is born,” Yeats wrote in his poem “Easter 1916,” about Ireland’s fight for independence from the British. But the 30 centenarians facing the camera in Alex Fegan’s delightful documentary “Older Than Ireland” are simply beautiful: frail, yes, but wise, wry, flinty, funny and sometimes very tender. All were born before the Easter Rising, an event widely celebrated this year that sparked the explosion in patriotism that ultimately led to the founding of the Irish Republic.
The film begins with a gently frivolous tone, to a light piano score. In largely flat, symmetrical compositions, its subjects address questions: How does it feel to be 100? What’s the secret to longevity? What was school like? (Lots of corporal punishment, apparently.) Then it moves into more haunting recollections: Bessie Nolan, 103, recalls the day of the Easter Rising. Jackie O’Sullivan, 102, met the rebels Michael Collins and Eamon de Valera. Among others, Michael O’Connor, 101, and Flann Brennan, 101, describe the vicious predations of the Black and Tans. Jack Powell, 101, remembers the early emergence of the Irish Republican Army.
Some passages — descriptions of dance halls, first kisses (“a snoggle in the ditch”), wedding proposals, tearful partings with emigrants to America and with dying spouses — are downright poignant. As for inevitable fate, Ms. Nolan says, “I’m looking forward to the hereafter.”
It’s often said that the Irish, blessed with the gift of gab, can be splendid raconteurs. You’ll find generous evidence to that effect here. And a bit of poetry as well."
"26","Pali Road","2016-04-29","2016-04-28","http://www.nytimes.com/2016/04/29/movies/pali-road-review.html","",0,"“Pali Road” is a decent romantic thriller with an uncredited co-star: the state of Hawaii, where it was filmed. The acting is on the wooden side, but the scenery is gorgeous.
Lily (the Taiwanese actress Michelle Chen) is a young doctor who is coveted by a fellow physician, Mitch (Sung Kang), but is in a relationship with an elementary-school teacher named Neil (Jackson Rathbone of the “Twilight” movies). After she is in a car crash — the film’s title is a reference to a real stretch of roadway in Hawaii that has a reputation for strange occurrences — she wakes up in an unfamiliar world: She is married to Mitch and has a son, and no one in her life has ever heard of Neil.
Jonathan Lim, directing a screenplay by Doc Pedrolie and Victoria Arch, juggles the possibilities pretty well. Is Lily crazy? Is she the victim of an elaborate plot orchestrated by Mitch? Henry Ian Cusick lends a creepy air as a counselor who may or may not have her best interests at heart as he coaxes her to accept the reality she sees.
A lot of the weight of selling the story falls on Ms. Chen, and she’s not entirely up to the challenge, but Mr. Lim is able to build suspense anyway. The film might have been more interesting had it delved further into the darker possibilities. Mr. Lim, though, ultimately lets romance be the dominant theme — the love we want, the love we missed out on, the love we get — and there’s some satisfaction there.
NEIL GENZLINGER
“Pali Road” is rated PG (Parental guidance suggested) for a few scary moments."
"27","Papa: Hemingway in Cuba","2016-04-29","2016-04-28","http://www.nytimes.com/2016/04/29/movies/papa-hemingway-in-cuba-review.html","R",0,"At first, it strains credulity. In the late 1950s, just as rebellion is smoldering in Cuba, a reporter in Miami is laboring over a letter to his literary idol. Then, before you can say “The Old Man and the Sea,” the reporter, Ed Myers (Giovanni Ribisi), is whisked away to Cuba for a fishing trip with his hero, Ernest Hemingway. His adventure begins on a dock as Papa himself floats into view, commanding the flying bridge of his boat like a Roman charioteer.
Abandoned as a child during the Depression, at Christmas, no less, the Kid, as Hemingway calls Myers, fled the orphanage to seek his journalistic fortune. Now, he’s in the right place to cover the revolution between tossing back drinks, learning to land a tuna and lounging on pristine beaches with Hemingway and his fourth wife, Mary (Joely Richardson), who invite him to join the family.
But Bob Yari’s “Papa: Hemingway in Cuba” is more artifact than art. Shot at Finca Vigi´a, the author’s home near Havana, it bristles with authentic detail, down to the very typewriter Hemingway used. That the movie was made at all during the economic embargo was a feat of diplomacy, financial and otherwise.
Ultimately, however, “Papa,” based on an autobiographical screenplay, goes soft at its center. Adrian Sparks, white-bearded and bearish in the title role, lacks the dynamism and bombast we expect. Ms. Richardson comforts and coaxes and exasperatedly, bitingly demeans, but she and Mr. Sparks play past each other instead of engaging.
The film does have its treats beyond the historical and geographic. Be on the lookout for Papa’s granddaughter Mariel Hemingway, in white cat-eye specs.
“Papa: Hemingway in Cuba” is rated R (Under 17 requires accompanying parent or adult guardian) for what a passing 9-year-old called “too many bare butts in the pool” and low-impact sex, fully under the covers. Running time: 1 hour 46 minutes."
"28","Ratchet & Clank","2016-04-29","2016-04-28","http://www.nytimes.com/2016/04/29/movies/ratchet-clank-review.html","PG",0,"Watching the generic computer-animated “Ratchet & Clank,” you’re flooded with reminders of familiar characters. The hero Ratchet — a lombax, a frisky creature with big ears and eyes, who aspires to join the Galactic Rangers, protectors of the galaxy evoking the Green Lantern Corps — has the small physique and intent expression of an evolved Sonic the Hedgehog. His brainy sidekick, the robotic Clank, resembles a diminutive take on the title character from “The Iron Giant”; his voice could be a bookwormish twist on Marvin the Martian’s.
When Ratchet (voiced by James Arnold Taylor) succeeds in entering the ranks of the Rangers, he finds that the vain bluster of their leader, Captain Qwark (Jim Ward, reproducing Patrick Warburton’s pompous shtick in “The Tick”), to be hollow. Qwark’s flaws are most evident when the universe is threatened by the evil ex-Ranger Dr. Nefarious (Armin Shimerman), a distant cousin to Will Ferrell’s villain in “Megamind.”
Other shopworn aspects — Ratchet’s modest origins as a rocket mechanic who, his boss says, should “dream smaller”; a rapacious antagonist (Paul Giamatti, in sinister-capitalist mode) aided by an oversize thug (Sylvester Stallone) — prompted tired eye rolls, as did the trite motivations and frenetic aerial acrobatics.
It comes as no surprise that “Ratchet & Clank” is built around a PlayStation video game series that first appeared in 2002. But of course. It has little story to tell and few ideas to offer. Just a great deal of product to sell. ANDY WEBSTER
 “Ratchet & Clank” is rated PG (Parental guidance suggested) for — what? Clichés?"
"29","The Offering","2016-05-06","2016-05-05","http://www.nytimes.com/2016/05/06/movies/the-offering-review.html","",0,"Kelvin Tong’s “The Offering,” a muddled horror film, falls over itself incorporating as many genre elements as possible. The result is the cinematic equivalent of combining every paint color on a canvas: a murky mess.
When Jamie (Elizabeth Rice), a Chicago reporter, learns that Anna, her sister, has died in Singapore, she heads there to investigate. The police show her a video of Anna asphyxiating herself. But Jamie soon finds that Anna may have encountered a demonic entity in her home, which might also threaten Anna’s young daughter, Katie (Adina Herz). As it happens, Anna’s house has a history of family homicide. And other grisly deaths around the city seem connected as well.
I could recite a list of the hoary supernatural-invasion clichés on parade here, but suffice it to say that the only innovations appear to be garments flying off an outdoor clothesline and, um, a suspicious deep-sea-diving helmet.
Through two investigating priests (Colin Borgonon and Adrian Pang), we learn that a plot is brewing to resurrect the biblical Tower of Babel; evidently, binary code has become the one planetary language that the Bible warned us against. And a monster, the leviathan, is on its way, too. It all leads to the possession of Katie and a demon-eviction ceremony featuring, yes, the spinning-head effect straight out of “The Exorcist.”
“If you never believed in God, now’s the time you do,” a priest says. But no amount of faith can redeem this sorry enterprise."
"30","The Family Fang","2016-05-06","2016-04-28","http://www.nytimes.com/2016/04/29/movies/the-family-fang-review-jason-bateman-nicole-kidman.html","R",0,"The drama of the gifted child is, at least in movies, a gift that keeps on giving. That’s particularly true in American independent cinema, with its stories of suffering children, monstrous mothers and abusive fathers. There are moments when it feels as if the movie you’re watching was written on a laptop propped up by a Syd Field screenwriting book and “The Drama of the Gifted Child,” Alice Miller’s 1979 book about children and parental narcissism. Act 1: Set up the wound. Act 2: Confront the wound. Act 3: Resolve the wound.
“The Family Fang,” adapted from the Kevin Wilson novel, with a script by David Lindsay-Abaire, tells the story of another unhappy family. It turns on siblings, Annie (Nicole Kidman) and Baxter (Jason Bateman, who also directed), raised by wolves. Specifically, Caleb (Christopher Walken) and Camille (Maryann Plunkett), performance artists who once upon a time used their children in improvised public events. For Caleb and Camille — who referred to their kids as Child A and Child B — art came before everything, including health and safety. For years, the children smilingly played along. They were good little actors; they were also just artistic material, like clay.
By the time the children are grown, the family dynamic has shifted in obvious and oblique ways. Annie and Baxter keep their physical distance from their parents. But the ties that bind body and soul are hard to cut, and the siblings are still playing supporting roles and still not in control of their lives. Annie is an actress seemingly on a downward spiral who, while shooting a movie, is resisting pressure to appear topless. Baxter is trying and failing to finish a second novel. Reluctantly, he takes a magazine assignment to write about war veterans, a gig that leads to a drunken, woodsy bacchanal with potato guns and lands him in a hospital with a head injury.
The injury becomes the justification for one of those fraught family reunions filled with awkward silences, furious eruptions and hushed huddles. Caleb and Camille have faded, becoming art-history footnotes, but their hold on their children remains. That’s the story, at any rate, though it takes time to buy that any of these folks are related, partly because the more famous actors overwhelm their roles. In their early scenes together, the recessive Mr. Bateman (he’s an actor against which other actors bounce) and the industrious Ms. Kidman (you can see her working even when she goes blank) come across as two people who’ve just met. It’s especially implausible that their quirky yet bland characters could have sprung from the loins of an extraterrestrial like Mr. Walken.
Everything shifts in a dinner scene when the family relations emerge with geometric clarity: the charming, domineering father who’s oblivious to the nervously accommodating mother and the exasperated, haplessly stuck adult children. Mr. Bateman’s direction of the actors is especially sensitive in this and other tricky scenes, showing a delicacy with emotional textures that isn’t always matched by the story, especially when Annie and Baxter speak in therapeutic clichés. Thankfully, most of these spill out late after the story has jumped around in time, toggling between the present and flashbacks to Caleb and Camille’s happenings (Jason Butler Harner and Kathryn Hahn play the younger versions). Those scenes expose the dangers of their performances but also the thrill. The tragedy isn’t that Caleb and Camille can’t tell the difference between art and life, but that they could make only one seem important.
“The Family Fang” is rated R (Under 17 requires accompanying parent or adult guardian). Adult language. Running time: 1 hour 47 minutes."
"31","The Huntsman: Winter’s War","2016-04-22","2016-04-21","http://www.nytimes.com/2016/04/22/movies/review-the-huntsman-a-study-in-hollywoods-overstuffed-playbook.html","PG-13",0,"Is “The Huntsman: Winter’s War” the worst movie of the year? It’s too early to say, of course, and it’s a complicated question, since there are so many varieties of bad movie. There are grandiose failures driven by overreaching ambition. There are spectacles of stupefying incompetence. Dumb ideas and baffling choices are never in short supply. Nor are follies and blunders and train wrecks.
The conventional wisdom holds that none of these disasters happen on purpose, that nobody ever sets out to make a bad movie. “The Huntsman” challenges that idea, since it seems to be exactly the movie that the money behind it wanted to see made. Its badness is not extreme, but exemplary: It’s everything wrong with Hollywood today stuffed into a little less than two hours.
This is especially dispiriting because “Snow White and the Huntsman” — in relation to which this “Huntsman” is both sequel and prequel — was far from a terrible piece of entertainment. It was a dark, blood-tinged modern interpretation of an old fairy tale, with tough Cockney dwarves and a memorable villain in the regal, wrathful person of Charlize Theron’s Ravenna.
That movie, directed by Rupert Sanders, could be described as a reimagining of the Snow White story. It found a new idea in old material. “Winter’s War,” in contrast, directed by Cedric Nicolas-Troyan from a many-authored script, is more of a de-imagining. It has no ideas at all, just secondhand and half-baked concepts.
Every resonant theme or intriguing story possibility is stripped away and replaced with a ready-made franchise-movie conceit. The filmmakers compensate for emptiness with redundancy. There are two pairs of funny dwarves and two imperious villainesses and a love interest for the title character. (Snow White, played by Kristen Stewart once upon a time in 2011, is no longer around). More is not more.
Ravenna has a sister named Freya, who is played by Emily Blunt. Ms. Theron shows up early and late, at one point in a costume of golden feathers that makes her look like the mascot for a superglamorous drive-through fried-chicken joint. Freya, who shoots ice crystals out of her fingertips, presides over a frozen kingdom and is motivated to do evil out of thwarted maternal feelings. This is an interesting example of Hollywood sexism at work. Disappointed love of some kind — romantic in Ravenna’s case, parental in Freya’s — seems to be a requirement for female evildoing. Guys, on the other hand, can be bad just for the power-hungry fun of it.
Freya kidnaps children from the lands she conquers and raises them to be ruthless warriors. One of them grows up to be Eric (Chris Hemsworth), the hunky Huntsman who helped Snow White vanquish Ravenna. That momentous victory is pretty much yada yada’ed in the middle of “Winter’s War,” which is mostly about the star-crossed, action-screwball romance between Eric and Sara (Jessica Chastain), a fellow child soldier.
The movie is most awkward when it tries to hybridize its bedtime-story, Disney-stamped DNA with the genetic stock of contemporary cable drama. Its ideal audience seems to be 12-year-olds who secretly watch “Game of Thrones” and “Outlander,” or maybe their parents. There is not as much blood and skin on display here, of course, but the movie seems desperate for the grown-up credibility that hints of sex and gore might offer. The dwarves (Nick Frost, Rob Brydon, Sheridan Smith and Alexandra Roach) supply touches of pseudo-naughty humor. Poor Ms. Chastain and Mr. Hemsworth must spar and swear their love in Scottish accents straight from the Groundskeeper Willie Academy of Dialect Sciences. “Yer a right galoot,” Sara says to Eric.
She also stares stonily into that galoot’s eyes and says, “I’ve done terrible things.” Yes, but Ms. Chastain has also done “Zero Dark Thirty” and “The Help” and “The Tree of Life,” so there’s no need for her to be so hard on herself. But there’s also no need for anyone to keep trying to spin beloved fairy tales into second-rate franchises.
“The Huntsman: Winter’s War” is rated PG-13 (Parents strongly cautioned) because it wants to be taken seriously, I guess. Running time: 1 hour 48 minutes."
"32","The Man Who Knew Infinity","2016-04-29","2016-04-28","http://www.nytimes.com/2016/04/29/movies/the-man-who-knew-infinity-review.html","PG-13",0,"It’s time for Dev Patel to add fresh paints to his palette. This talented actor — who got his feature start in Danny Boyle’s “Slumdog Millionaire” — has largely specialized in handsome, earnest and well-meaning characters (in both “Best Exotic Marigold Hotel” movies and the canceled HBO series “The Newsroom”). Now comes “The Man Who Knew Infinity,” Matthew Brown’s respectful and, yes, earnest biopic about the early-20th-century mathematician Srinivasa Ramanujan, who found the divine in integers. Ramanujan, who was mentored by the Cambridge professor G. H. Hardy, eventually became the first Indian to hold a fellowship at Trinity College.
We first meet the young, married Ramanujan in a temple in Madras (now Chennai) in India, scrawling mathematical notations like a man possessed. Despite the skepticism of his British boss (a haughty Stephen Fry, barely seen), Ramanujan contacts Hardy (Jeremy Irons) at Trinity with his ideas. And soon he leaves his wife and mother for England. Initially resistant to proofs, he eventually delivers the goods — which yield, among other things, discoveries in the partition of numbers — defying Cambridge bigots and warming the heart of the clinical, atheistic Hardy, as well as those of the scholars Bertrand Russell (Jeremy Northam) and J. E. Littlewood (Toby Jones).
Tidy production values are present (Cambridge locations lend verisimilitude), as is a convenient historical omission (specifically, the real Mr. Ramanujan’s marriage to a 10-year-old girl when he was 21). Mr. Irons handily hits the emotional beats, as does Mr. Patel, as Ramanujan confronts incipient tuberculosis. But perhaps Mr. Patel is now ready to try his hand at a sinner, not a saint.
“The Man Who Knew Infinity” is rated PG-13 (Parents strongly cautioned) for thematic elements and smoking. "
"33","The Meddler","2016-04-22","2016-04-21","http://www.nytimes.com/2016/04/22/movies/the-meddler-review-susan-sarandon-rose-byrne.html","PG-13",1,"The first time that Marnie Minervini opens her mouth in “The Meddler,” you may wish it were the last. One half of an insistently winning, hopelessly irresistible mother-daughter duet, this buttinsky New Jersey widow (Susan Sarandon) puts the “awl” into call and the “awk” into talk and works both your nerves and ears as she does. Having recently moved to Los Angeles, Marnie has turned her cellphone into an umbilical cord that keeps her hooked to her daughter, Lori (Rose Byrne). “The Meddler” is a tear-drizzled comedy, but I understand if it sounds like a horror movie.
It’s a little of both, in truth, with some family melodrama and sweet romance thrown in. Affable, earnest and humanly scaled, “The Meddler” is the kind of entertainment that the studios used to supply by the boatload and that now tends to show up on the small screen. Its emphasis on a mother and daughter relationship, in particular, brings to mind maternal melodramas like the glorious weepie “Stella Dallas” (1937), about a woman who asks her wealthy estranged husband to finish raising their daughter so that the girl can live like the people in movies.
The difference being that “The Meddler” is agreeably (unusually) optimistic about human relationships, despite the melancholy edging its comedy. Marnie is the biggest source of the humor, and Ms. Sarandon plays her beautifully in every shade of sunshine. One of those relentlessly “on” people who’s always on the go, Marnie is always talking (including on her cell behind the wheel) and always doing, and always talking while doing. There’s compulsiveness to her meddlesomeness. Marnie doesn’t just call Lori, she does so repeatedly, babbling away as if each call were another clause in a sentence without end (“anyway”).
The writer-director Lorene Scafaria leads with her laughs. Marnie enters yakking and keeps the motor running, including in voice-over. The patter is inane, funny, lifelike, and Ms. Sarandon’s Jersey intonations give it a comic topspin. Ms. Scafaria seeds these passages with information — Marnie’s dead husband, Joe, was the love of her life — and you can see the narrative machinery in action. But part of what makes the movie work is its unshowy realism, including yammer that isn’t the stuff of dramatic setup or tension but instead resembles the churn of random observations and pointless asides. The sort that swirls through your head and you sometimes share with someone when you’re unpacking groceries, making dinner or just calling to chat — only funnier.
The story begins to catch up to Marnie’s accelerated rhythms when Lori splits for New York to work on a pilot she’s written, leaving her mom alone. Marnie copes with this separation in her usual fashion, calling Lori amid visits to the mall (cue the Crate & Barrel product placements) and visits to Lori’s dogs, Lori’s friends and Lori’s shrink. Marnie has started to see the therapist (Amy Landecker in a quick, deadpan turn) at Lori’s urging, though mostly she seems to go as a way to insinuate herself even more deeply into her daughter’s life. It’s no wonder that Marnie seems like a smother-mother who’s one 911 call away from a restraining order; no wonder too that she seems lonely.
It would be easy to put Marnie on the couch, to assume that she’s neurotic rather than, you know, friendly, and that she talks a lot only to fill the silences or because the quiet might bring on the grief and self-reflection. But she’s plenty self-knowing already, thanks, and Ms. Sarandon shows you the self-awareness hovering behind Marnie’s smile and trembling in her pauses. Still, there is work to be done, a life to live, and, in a sense, the movie is a coming-of-later-age story in which a mother learns how to cut the cord one funny, poignant snip at a time and discovers herself in the process. In this, Marnie receives help from a much younger mother, Jillian (Cecily Strong), and a new friend, Zipper (J.K. Simmons), who each peel back layers.
The same goes for the movie, which has a humble, utilitarian visual style, except that everyone looks really pretty, Ms. Sarandon, Ms. Byrne and Mr. Simmons included. Part of this is the quality of the Los Angeles light, which here has none of its sunshine-and-noir harshness but instead gives the characters an appealing glow, a glow that after a while feels like adoration. When Marnie looks at Lori — and Lori looks at Marnie — you are watching two people who, despite the nonsense, care for each other deeply. You see their happiness and you share in it too because in “The Meddler” Ms. Scafaria is holding up that softening filter through which each of us sees the funny, maddening, indispensable people with whom we laugh, mourn and, if we’re lucky, find love.
“The Meddler” is rated PG-13 (Parents strongly cautioned). I haven’t a clue why. Running time: 1 hour 40 minutes. "
"34","Those People","2016-05-06","2016-05-05","http://www.nytimes.com/2016/05/06/movies/those-people-review.html","",0,"The Whit Stillman-esque romantic melodrama “Those People” goes to great lengths to humanize Manhattan’s upper crust, with generally successful results. Its hero, Charlie (Jonathan Gordon), a gay 27-year-old painter in graduate school, may have been raised among the Upper East Side elite, but that doesn’t keep him from agonized ambivalence when it comes to love. Even in his Manhattan of formal wear, glowing interiors, glittering nighttime streets and leisurely affluence, heartbreak rears its ugly head.
Charlie has pined for his childhood friend Sebastian (Jason Ralph) for years. But the dissolute Sebastian — whose Bernie Madoff-like father has just been sent to prison for defrauding his moneyed peers out of millions — keeps Charlie at arm’s length, playing coy. When Charlie catches the eye of the worldly, slightly older Tim (Haaz Sleiman), a barroom musician and accomplished classical pianist, jealousies and long-repressed feelings emerge amid passionate hookups and tearful confrontations. Just whom will Charlie choose?
The director, Joey Kuhn, making his feature debut from his own script, has created fairly credible and sympathetic characters, despite the 1-percenter milieu. The actors, especially Mr. Ralph, who could pass for a distant cousin of Dane DeHaan, are equally persuasive, though the plot’s contrivances eventually wear thin. It’s unfortunate that female characters, including Charlie’s mother (Allison Mackie) and Charlie and Sebastian’s friend Ursula (Britt Lower), compared with the men, are given short shrift. But thanks to the cinematographer Leonard D’Antoni, the locations, including Lincoln Center and the High Line, have rarely looked lovelier."
"35","Viva","2016-04-29","2016-04-28","http://www.nytimes.com/2016/04/29/movies/viva-review.html","R",1,"An exhilarating hybrid of Social Realism and feel-good aspirational entertainment, Paddy Breathnach’s “Viva” is an oddity by its very pedigree: an Irish movie set in Havana, where it was filmed with a keen eye to that city’s dinginess in tropical light. It infuses a too-familiar story with so much heart that you surrender to its charm and forgive it for being unabashedly formulaic. Even its one big plot twist is hardly a surprise. At the same time, its portrait of Havana, an impoverished city of crumbling architecture, has a gritty neorealist pungency.
Its hero, Jesus (Héctor Medina), is a gay hairdresser who dreams of becoming a drag entertainer at the nightclub where he coifs the noisy, squabbling divas. To make ends meet, this slim, handsome young man with plucked eyebrows moonlights as a hustler along with his friends. The one brief clip that shows him having sex with a client makes clear that it is grueling, humiliating work.
Jesus, whose mother is dead and whose father abandoned him, lives in a slum, and is watched over by the club’s tough but caring star, an aging drag queen known as Mama (Luis Alberto García). Complicating Jesus’s precarious existence is the sudden reappearance of his father, Angel (Jorge Perugorría), a former boxer released from prison who likes his rum and is rumored to have killed a man. Angel’s initial reaction to his son’s homosexuality and fondness for drag is all too predictable: He punches him in the face.
Unlike other macho father-gay son dramas, “Viva” doesn’t amplify Angel’s hostility to tell a prolonged tale of persecution and liberation. That spasm of violence is more a reflex than an expression of deep hatred.
Angel, who is falling apart physically, is filled with regret about how he has led his life. Without asking, he moves in with Jesus and adopts an attitude of paternal authority. But his machismo is more pathetic than threatening. Instead of cowering before his father, Jesus stands up for himself. Sweet-natured, he is helpful and nurturing and they form a edgy bond.
Mark O’Halloran’s screenplay humanizes the characters to the degree that their relationships assume a dimension well beyond the shallow stereotypes often found in fraught dramas about sexuality and family conflict. Mr. Perugorría’s Angel, for instance, is a sad wreck of a man who has lived by a code that has begun to fail him. He doesn’t know any other way to be than to put on a brave front.
Luis Alberto García’s portrayal of Mama, who offers to shelter Angel, if necessary, infuses new life into the stereotype of the tough drag-queen survivor.
Best of all is Mr. Medina’s lovable Jesus, who is androgynous without the usual clichéd drag-queen mannerisms. Viva is his stage name. He is also a terrific dancer who, given the chance to perform, displays the charisma of a natural star.
“Viva” is rated R (Under 17 requires accompanying parent or adult guardian) for strong language, sexual content and brief graphic nudity. In Spanish, with English subtitles. Running time: 1 hour 40 minutes."
